order_id,user_id,product_name,quantity,unit_price,total_amount,currency,status,payment_method,ip_address,user_agent,created_at,updated_at
ORDC79E524C,350277,Open-source zero administration structure,10,687.67,2574.05,CNY,shipped,alipay,195.109.89.210,Mozilla/5.0 (Android 11; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,2026-01-29T00:12:17,2026-02-16T00:12:45
ORD5BFB81C7,828318,Decentralized non-volatile firmware,1,459.95,2549.3,CNY,shipped,wechat,56.204.150.98,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0),2026-01-30T19:00:34,2026-02-16T23:04:17
ORD0B8C4738,847577,Managed responsive Local Area Network,6,18.17,4577.08,CNY,shipped,wechat,129.55.163.181,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.48.6 (KHTML, like Gecko) Version/5.0.4 Safari/535.48.6",2026-01-27T11:55:52,2026-02-14T23:42:20
ORD1A64849E,385443,Grass-roots bifurcated focus group,1,562.61,111.67,CNY,shipped,alipay,110.245.79.197,Mozilla/5.0 (Windows 98; Win 9x 4.90; ti-ET; rv:1.9.0.20) Gecko/7011-05-24 22:30:21 Firefox/10.0,2026-02-04T05:17:08,2026-02-15T04:26:46
ORD5F86629E,506917,Front-line human-resource success,7,97.57,4266.06,CNY,delivered,wechat,182.127.11.27,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/39.0.830.0 Safari/536.0",2026-01-31T06:56:59,2026-02-12T10:39:19
ORD72FF930D,975635,Sharable contextually-based portal,4,772.18,3221.97,CNY,shipped,credit_card,111.212.237.171,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; rv:1.9.3.20) Gecko/2066-09-26 01:52:34 Firefox/3.8,2026-01-27T14:59:30,2026-02-17T22:55:05
ORDBF0225F4,615117,Operative background attitude,8,137.83,1473.8,CNY,paid,wechat,217.148.196.112,"Mozilla/5.0 (Windows 95) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/48.0.825.0 Safari/532.1",2026-01-31T14:42:46,2026-02-15T13:54:46
ORDFD95C5C4,447488,Cross-platform user-facing analyzer,8,147.32,1481.91,CNY,delivered,wechat,215.76.194.230,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/15.0.801.0 Safari/532.2",2026-02-04T13:12:54,2026-02-17T18:13:54
ORDB4D7E5A4,272656,Multi-channeled systematic standardization,3,278.17,4524.84,CNY,shipped,alipay,12.52.166.110,Opera/9.36.(X11; Linux i686; lg-UG) Presto/2.9.172 Version/11.00,2026-01-31T04:15:36,2026-02-15T08:49:38
ORD67EE99F1,792975,Operative discrete leverage,4,645.9,225.38,CNY,shipped,alipay,49.111.151.99,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/45.0.833.0 Safari/536.0",2026-01-30T22:44:59,2026-02-15T17:32:28
ORD19594417,552804,Distributed bottom-line migration,7,860.39,2696.47,CNY,shipped,alipay,176.26.43.16,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),2026-02-02T06:23:39,2026-02-13T17:39:02
ORD8F11B8FD,824924,Intuitive solution-oriented matrices,9,790.0,3361.03,CNY,shipped,wechat,134.95.176.8,Mozilla/5.0 (Windows NT 5.0; ik-CA; rv:1.9.2.20) Gecko/8757-10-03 15:50:01 Firefox/3.6.5,2026-01-23T16:59:05,2026-02-14T22:23:00
ORD471C1E06,641908,Optional system-worthy strategy,2,617.22,4132.76,CNY,paid,alipay,169.236.221.75,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),2026-02-04T12:43:15,2026-02-13T08:52:57
ORDCB50E62B,461969,Managed grid-enabled intranet,9,216.03,272.69,CNY,delivered,wechat,100.145.206.137,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1 rv:2.0; raj-IN) AppleWebKit/532.8.6 (KHTML, like Gecko) Version/5.1 Safari/532.8.6",2026-01-29T08:14:13,2026-02-18T08:46:32
ORD84A383C8,600306,Optional directional complexity,7,19.96,137.9,CNY,pending,alipay,174.198.167.202,Opera/9.86.(Windows NT 5.1; ckb-IQ) Presto/2.9.172 Version/10.00,2026-01-20T21:22:56,2026-02-16T15:01:05
ORDF3D82F25,657861,Seamless secondary hub,10,441.99,1862.68,CNY,shipped,alipay,56.224.93.198,Mozilla/5.0 (Android 3.2.4; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,2026-01-25T09:57:22,2026-02-17T17:04:24
ORD2DB09643,207683,Networked regional moderator,3,315.78,1256.5,CNY,shipped,alipay,179.183.200.29,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.7.3 (KHTML, like Gecko) Version/5.0 Safari/532.7.3",2026-01-31T09:20:18,2026-02-16T06:54:14
ORDFF0314E4,805851,Profound dynamic utilization,5,560.38,3224.87,CNY,shipped,alipay,140.179.15.131,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/49.0.897.0 Safari/534.2",2026-02-01T03:19:20,2026-02-14T00:58:57
ORDD724A4E4,930358,Configurable background solution,6,807.25,802.97,CNY,delivered,alipay,99.132.86.162,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.0),2026-02-11T13:19:42,2026-02-16T12:09:31
ORD69F0E044,152990,Adaptive system-worthy array,9,261.83,326.41,CNY,paid,alipay,3.56.179.77,Opera/8.45.(X11; Linux x86_64; mk-MK) Presto/2.9.188 Version/10.00,2026-01-29T16:08:41,2026-02-14T13:24:56
ORD29C4538B,872935,Open-architected methodical architecture,1,346.64,2793.69,CNY,paid,wechat,79.193.68.78,Opera/8.82.(Windows CE; fa-IR) Presto/2.9.168 Version/12.00,2026-01-23T05:08:21,2026-02-17T23:56:38
ORD98F54435,466913,Customer-focused 24/7 infrastructure,4,959.81,4307.16,CNY,shipped,alipay,62.155.60.122,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0; rv:1.9.4.20) Gecko/9887-01-23 17:54:20 Firefox/3.6.6,2026-02-10T21:44:36,2026-02-13T23:51:32
ORDCA749A33,455450,Advanced asynchronous neural-net,10,648.67,3233.88,CNY,shipped,alipay,18.147.141.49,Opera/8.52.(X11; Linux i686; sid-ET) Presto/2.9.162 Version/11.00,2026-01-28T13:29:29,2026-02-13T09:13:36
ORDD318EA19,126372,Re-contextualized needs-based model,8,81.55,4951.57,CNY,paid,wechat,121.95.166.96,Mozilla/5.0 (Android 2.3.3; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,2026-02-11T20:41:19,2026-02-16T18:11:55
ORD7DE69658,477857,Enhanced modular core,7,842.75,1008.99,CNY,paid,credit_card,99.140.109.117,Opera/9.43.(Windows NT 6.1; quz-PE) Presto/2.9.189 Version/12.00,2026-02-17T04:00:48,2026-02-13T14:14:45
ORDA1AAC83B,587380,Programmable clear-thinking strategy,3,272.97,831.66,CNY,shipped,credit_card,8.31.136.39,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5; rv:1.9.6.20) Gecko/8093-02-27 04:02:49 Firefox/3.6.16,2026-02-16T19:24:33,2026-02-16T11:10:42
ORD6E98CE45,187780,Progressive optimizing budgetary management,9,799.49,1238.43,CNY,paid,wechat,223.206.244.94,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.1),2026-01-22T00:40:34,2026-02-12T06:13:11
ORD29ACEDA5,208580,Monitored system-worthy customer loyalty,1,369.65,2894.89,CNY,shipped,alipay,80.221.134.160,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/531.12.5 (KHTML, like Gecko) Version/4.1 Safari/531.12.5",2026-02-07T09:08:20,2026-02-14T09:56:55
ORD88E63E64,152482,Front-line grid-enabled intranet,3,169.71,3828.29,CNY,shipped,alipay,176.14.168.153,Opera/9.36.(X11; Linux i686; so-ET) Presto/2.9.167 Version/10.00,2026-02-07T01:40:27,2026-02-14T10:02:10
ORD7266A555,433283,Ameliorated clear-thinking encoding,9,950.86,151.18,CNY,shipped,wechat,47.158.117.205,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sv-FI) AppleWebKit/535.46.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.46.4",2026-02-12T19:12:49,2026-02-18T07:47:58
ORD50B92B3D,913103,Inverse 5thgeneration software,5,880.81,4619.8,CNY,paid,wechat,175.110.41.132,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6344-04-29 01:15:14 Firefox/3.6.13,2026-02-07T12:22:17,2026-02-18T20:58:19
ORD0F0FE1C9,819775,Object-based motivating database,2,360.22,727.55,CNY,cancelled,wechat,124.250.195.87,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1 rv:4.0; ru-RU) AppleWebKit/532.50.2 (KHTML, like Gecko) Version/5.0 Safari/532.50.2",2026-02-16T08:57:41,2026-02-16T07:03:40
ORD215FC8AA,648001,Secured fresh-thinking alliance,10,738.95,1088.76,CNY,paid,credit_card,196.19.177.31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/25.0.817.0 Safari/532.0",2026-02-09T09:01:04,2026-02-15T09:10:50
ORDC3E90AF1,951613,Reverse-engineered encompassing paradigm,7,74.67,3782.45,CNY,paid,alipay,31.142.45.2,Opera/8.21.(X11; Linux i686; ko-KR) Presto/2.9.187 Version/10.00,2026-01-30T13:29:53,2026-02-11T23:45:13
ORD92C5DD56,753603,Profound methodical model,2,545.96,141.97,CNY,cancelled,wechat,107.75.19.225,Opera/9.63.(Windows NT 6.1; ug-CN) Presto/2.9.177 Version/10.00,2026-02-13T05:26:06,2026-02-15T12:37:40
ORDF4AE2F78,609315,Fundamental 6thgeneration challenge,4,135.82,1022.1,CNY,shipped,credit_card,207.5.151.178,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/14.9x0171.0 Mobile/64P050 Safari/531.1",2026-02-15T20:20:32,2026-02-14T10:55:01
ORD824795A6,170541,Devolved context-sensitive model,4,163.55,3611.54,CNY,paid,wechat,206.149.160.189,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/5.0),2026-01-20T06:32:30,2026-02-14T19:25:48
ORD31964DF1,351506,Self-enabling bottom-line firmware,9,434.1,1627.17,CNY,paid,alipay,191.71.232.125,Mozilla/5.0 (Android 7.1.1; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,2026-02-13T05:16:22,2026-02-18T01:34:02
ORD5FD5D6E4,323963,Re-engineered impactful toolset,2,229.44,4144.46,CNY,cancelled,credit_card,11.180.43.156,Opera/8.44.(Windows 95; fr-CA) Presto/2.9.166 Version/11.00,2026-02-18T06:40:31,2026-02-14T01:20:59
ORDCDE153B4,649294,Upgradable composite process improvement,3,126.97,2936.79,CNY,paid,alipay,64.141.48.107,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.22.1 (KHTML, like Gecko) Version/5.0.5 Safari/535.22.1",2026-01-21T23:28:46,2026-02-16T20:37:12
ORD24AC1FD4,552516,Front-line 3rdgeneration emulation,9,290.72,1741.26,CNY,delivered,credit_card,32.209.216.145,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8825-06-06 05:20:02 Firefox/3.8,2026-02-11T21:50:35,2026-02-17T12:20:51
ORD16B26F79,877501,Enhanced context-sensitive parallelism,6,817.13,2512.49,CNY,delivered,alipay,174.231.251.77,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.41.3 (KHTML, like Gecko) Version/5.1 Safari/532.41.3",2026-02-10T20:39:45,2026-02-16T05:17:02
ORD18AFA169,451433,Assimilated systematic Graphic Interface,10,180.7,4359.82,CNY,paid,wechat,221.201.194.149,Opera/9.63.(X11; Linux x86_64; cmn-TW) Presto/2.9.169 Version/11.00,2026-02-17T20:36:58,2026-02-12T09:33:04
ORDA6B4338A,930852,Grass-roots multi-state contingency,5,65.42,1500.83,CNY,cancelled,alipay,93.240.232.122,Opera/8.27.(X11; Linux i686; ik-CA) Presto/2.9.168 Version/12.00,2026-01-28T02:26:38,2026-02-13T19:59:53
ORD5586EA26,535932,Innovative bi-directional help-desk,1,645.97,1275.04,CNY,shipped,wechat,109.114.184.130,"Mozilla/5.0 (Windows CE) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/25.0.856.0 Safari/532.1",2026-01-26T17:28:01,2026-02-16T05:16:31
ORDC2EA343A,406587,Optimized bi-directional utilization,1,815.35,3613.52,CNY,shipped,alipay,190.35.163.15,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/16.0.814.0 Safari/535.1",2026-01-30T14:53:10,2026-02-18T09:17:05
ORDF7B5AE1A,931686,Business-focused systemic implementation,3,74.77,2317.31,CNY,pending,credit_card,195.91.159.105,Opera/9.52.(X11; Linux i686; cs-CZ) Presto/2.9.189 Version/11.00,2026-01-29T09:05:21,2026-02-18T20:52:03
ORDDCE95F46,868558,Public-key regional encoding,7,202.78,2266.33,CNY,shipped,alipay,68.9.240.158,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/37.0.886.0 Safari/533.0",2026-01-20T17:46:19,2026-02-14T20:13:39
ORDB25E9D27,616618,Grass-roots system-worthy interface,5,98.4,3601.24,CNY,paid,alipay,125.187.34.178,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/39.0.852.0 Safari/535.2",2026-02-02T15:21:42,2026-02-15T09:11:52
ORDED8267C9,127971,Organic systematic encoding,9,809.63,1383.39,CNY,paid,alipay,113.145.173.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4 rv:4.0; hy-AM) AppleWebKit/535.28.4 (KHTML, like Gecko) Version/4.0.3 Safari/535.28.4",2026-01-30T19:44:46,2026-02-14T01:12:18
ORDEEE70F85,599111,Reduced dedicated neural-net,8,712.07,2691.24,CNY,shipped,alipay,38.150.61.92,Opera/8.49.(Windows NT 10.0; nr-ZA) Presto/2.9.186 Version/10.00,2026-01-31T01:44:21,2026-02-16T07:56:11
ORD0DC8BE07,528659,Streamlined neutral open architecture,10,177.21,3753.1,CNY,shipped,alipay,91.91.197.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7; rv:1.9.2.20) Gecko/6329-03-02 16:40:51 Firefox/14.0,2026-02-03T00:28:45,2026-02-13T06:29:37
ORDF76A7B73,723143,Universal discrete software,1,464.99,1339.45,CNY,pending,debit_card,30.240.71.122,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),2026-01-23T01:18:09,2026-02-14T05:04:30
ORD44BD22F2,627365,Secured 24/7 knowledgebase,5,121.33,1036.5,CNY,paid,wechat,214.218.48.145,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0 rv:2.0; mt-MT) AppleWebKit/531.25.4 (KHTML, like Gecko) Version/4.1 Safari/531.25.4",2026-01-23T05:59:54,2026-02-13T22:15:12
ORDD8C597AA,466403,Ameliorated object-oriented budgetary management,9,645.07,2982.27,CNY,paid,alipay,98.181.60.14,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8913-08-19 09:21:10 Firefox/3.6.7,2026-01-22T16:25:11,2026-02-15T21:58:41
ORD56712EF2,607817,Monitored static info-mediaries,8,856.43,2307.3,CNY,paid,alipay,160.129.90.38,Opera/9.37.(Windows NT 6.2; kn-IN) Presto/2.9.167 Version/12.00,2026-01-31T21:42:23,2026-02-18T19:13:35
